age,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,joining_day,joining_month,joining_year,last_visit_time_hour,last_visit_time_minutes,last_visit_time_seconds,gender_M,gender_Unknown,region_category_Town,region_category_Village,membership_category_Gold Membership,membership_category_No Membership,membership_category_Platinum Membership,membership_category_Premium Membership,membership_category_Silver Membership,joined_through_referral_No,joined_through_referral_Yes,preferred_offer_types_Gift Vouchers/Coupons,preferred_offer_types_Without Offers,medium_of_operation_Both,medium_of_operation_Desktop,medium_of_operation_Smartphone,internet_option_Mobile_Data,internet_option_Wi-Fi,used_special_discount_Yes,offer_application_preference_Yes,past_complaint_Yes,feedback_Poor Customer Service,feedback_Poor Product Quality,feedback_Poor Website,feedback_Products always in Stock,feedback_Quality Customer Care,feedback_Reasonable Price,feedback_Too many ads,feedback_User Friendly Website
27,71,70.09871667424525,505.1578728941118,197.29940753243096,30,10,2021,5,19,6,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1
63,332,94.92664196459607,284.0734047434999,469.2832344342778,4,10,2023,23,23,48,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1
59,304,20.868144506376687,486.1405972857277,164.73174445864953,19,1,2019,7,20,54,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0
54,245,5.928070241449696,13.189265733155688,262.92957777370907,29,2,2018,9,23,29,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0
39,78,36.61711856344896,279.16693042231327,118.92436951521907,12,4,2023,15,6,29,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
35,91,19.72312302656943,652.5006820976038,143.46425670098688,10,9,2022,11,16,12,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0
47,229,89.39401935077336,950.9377245181618,125.75472673101385,9,10,2020,20,24,52,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1
55,353,56.064402205946664,714.7132038454736,189.83220537823436,9,7,2022,4,20,31,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
78,290,15.346762347196414,459.6661736192387,400.88808942812403,22,11,2018,0,37,4,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0
75,339,73.08478885547215,885.6359125450188,246.77632912704962,6,11,2017,14,18,59,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0
63,225,42.30773138854008,401.80331239740815,222.76247125862596,15,2,2017,17,8,23,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1
23,183,40.638109233535985,398.7648698018071,339.33688953458,15,10,2024,19,12,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
38,173,83.72047255847558,673.380577885884,223.01717690449686,19,12,2023,21,21,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0
54,291,26.373597197044276,326.4731867067039,449.6409202024029,15,8,2015,4,28,23,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0
45,327,14.003208602177471,617.7247222720267,233.99477078272795,28,2,2023,4,15,33,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0
19,7,9.60635793379643,677.6967677038227,91.97157137001544,27,7,2015,5,40,56,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0
23,206,35.35667555944644,80.55554522729942,312.622427868002,15,11,2022,16,31,20,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
30,259,82.96672693787889,846.3695506117608,451.4481046728734,27,3,2020,22,22,7,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1
19,233,60.07912487603856,200.88278661513246,342.7737238777063,8,2,2016,19,52,56,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0
69,248,59.34666633914451,287.9354216106907,364.32070925519747,5,7,2023,16,48,54,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1
62,334,21.542201652364238,599.8038310494155,313.07989452713167,15,1,2024,17,10,12,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0
18,232,77.66162775219881,341.09044629192425,418.9502481536043,26,3,2018,5,26,46,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
44,16,65.91505470970952,614.0952409006119,1.6397269694546357,8,11,2016,4,48,13,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1
62,317,81.73679153582354,789.3509468605894,163.24510319107753,28,2,2019,15,34,34,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1
46,145,15.838113152216906,522.1939633908318,350.7966118392137,9,12,2017,0,7,20,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1
30,205,68.92945921410256,505.77112992649165,284.84314710038944,15,9,2021,14,24,31,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1
63,196,91.78273741252654,28.15426475882123,347.5549074403013,31,10,2020,21,19,57,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1
43,226,77.13955867911906,306.3382275150346,51.92332820921586,14,12,2021,16,6,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1
46,215,88.21133601121402,320.03652847588614,117.56019123082778,29,2,2021,13,32,25,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1
33,241,10.102537187180241,940.27222684943,53.82676693919664,15,6,2021,9,31,6,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1
34,4,94.70111816694055,529.1944615648258,266.6457005204328,27,10,2020,22,23,4,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0
46,36,47.93301597137288,29.170710393308127,255.27138453183167,29,11,2022,0,28,39,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
22,278,45.88928597251666,608.1042582959299,170.98761089940933,31,2,2024,5,22,57,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1
65,291,86.66448641662795,911.9317877188328,339.96865406255773,6,8,2016,20,31,45,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0
27,176,69.85059651215923,332.64639788223514,378.99577093967525,28,9,2015,6,0,18,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
61,147,40.70625450036775,246.11612747179151,257.850373034109,14,2,2021,19,36,45,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0
40,266,56.18157105148994,893.230665084358,312.3506479438597,15,11,2022,11,13,34,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
24,221,15.286111582358547,250.30683755053218,38.6481572311409,29,3,2016,5,48,11,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1
71,93,40.18566667090996,324.61299764977446,281.8000877713716,5,11,2016,4,50,48,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0
45,287,12.244506807943944,815.7779930911979,455.7666610276372,25,1,2019,15,32,21,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0
18,286,31.97516430660607,624.6278741222812,219.46909300724093,18,4,2019,9,59,44,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
74,129,37.000352557631416,672.1313989343727,474.01118390585214,12,9,2019,4,0,19,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
20,31,25.53106102643514,680.1975020997579,6.280796133755873,18,11,2022,8,22,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0
49,165,47.87497374621068,595.5045353093608,303.0471028574494,13,7,2015,1,58,12,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1
66,90,1.6699596099460354,87.14733542424595,454.46619972000207,4,9,2022,1,46,23,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0
49,113,57.28403924728194,741.6172096648315,203.7750800689526,2,7,2020,15,26,17,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
70,192,53.09363757132295,195.05437283566454,328.4299429107176,6,7,2024,7,11,36,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1
28,313,67.58333069426838,442.8972944781165,314.78210820645194,14,4,2015,5,5,10,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
72,229,70.32362732219195,540.1519851593462,11.846120219798252,31,2,2017,0,2,37,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1
43,62,80.05461774446971,407.1257227312831,437.5669523866579,25,10,2024,4,40,4,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1
30,265,57.83528842765019,497.3223941946395,452.73933022355465,7,9,2019,4,33,4,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1
54,279,77.66784427745601,59.253972148226815,367.9786240799349,25,9,2023,5,3,42,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0
39,263,92.6411375175763,293.15801241015896,337.32449984622235,9,7,2019,7,1,48,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
20,226,56.0120074717978,749.0370558632542,424.03673261393504,18,7,2018,1,52,36,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0
62,49,35.41641516446942,778.3171968323322,156.63245118566593,25,6,2019,3,39,41,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1
71,9,91.8862977976834,154.79409306650018,355.42217240962316,30,8,2024,19,22,53,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1
23,353,7.393273565622387,529.0047845695262,31.689234378152353,2,4,2018,23,1,54,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
37,184,28.12176395901492,119.60162899475532,67.99513263754304,17,8,2016,5,28,14,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0
51,364,63.596655626078686,698.1549388311927,239.8161673866172,8,8,2020,22,4,11,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0
33,227,5.383777869158473,144.6745386503152,468.78370868299334,16,6,2019,3,55,5,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0
19,30,35.26252350804317,747.8919229010992,209.2244582730689,25,2,2017,20,12,44,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0
31,87,88.07306659988984,977.3472136397655,444.4847147800227,14,9,2016,23,18,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1
70,282,53.40272068160061,827.2630904135277,249.881581491598,11,4,2016,19,40,49,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
70,141,92.31498850802527,516.1191766688049,356.3621082057589,2,12,2022,1,21,50,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1
75,134,68.91750562909205,314.8294750615517,254.2284827148344,19,10,2024,9,47,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
75,90,29.720005880345642,83.12372131628086,472.0823952663987,29,5,2021,3,6,40,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1
39,6,16.128686784442692,199.2225743114075,148.40511248126182,12,10,2022,1,16,35,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0
56,219,29.086596460533087,285.83374638138406,5.236105480688924,25,8,2018,9,4,35,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0
43,61,54.43897296012619,986.0781090464676,419.7918621778539,15,3,2015,19,36,37,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
68,161,72.70002110367086,552.8116915636151,75.84477725282169,15,5,2024,20,9,11,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1
22,231,24.561748025746176,524.0946455357413,243.41473672832248,21,7,2015,18,59,28,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0
45,329,65.41125501179734,853.4539825288134,430.55101591531417,30,11,2024,15,48,58,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0
26,218,65.28086763156666,218.19694836373367,154.8824279034119,14,8,2024,1,47,35,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1
55,300,58.18683956332823,957.7187030699428,255.15418037909177,16,5,2017,16,51,19,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0
38,192,54.356589311380006,512.3429525792163,290.2741072938139,21,8,2016,4,28,9,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1
19,104,88.87692009130475,754.0793353500333,402.53115071945166,7,3,2022,23,32,16,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1
54,327,93.81358738148573,450.32534297086715,316.09812037432147,17,12,2019,1,18,17,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1
58,69,44.002649509888265,125.7808293574027,172.3913038460999,22,11,2015,19,57,31,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0
20,237,22.76691446839878,874.0545766602224,492.2879311785907,14,9,2020,7,40,39,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1
39,353,34.62682261629775,20.084936692078028,81.90775742072226,7,2,2019,8,1,30,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0
67,75,88.31286229738426,626.1963955684848,5.937831126033577,15,8,2016,21,38,57,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1
23,335,6.498266240201278,632.3155073831635,225.60570463094442,31,9,2021,20,11,39,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0
21,350,37.91454557529275,152.99953490640974,423.9130651419474,14,3,2018,11,18,2,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0
19,195,74.19263495402812,950.0939581429841,277.8092930394374,18,5,2017,18,19,4,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0
27,121,83.55630645248736,743.8581012281379,180.77216995707224,11,8,2015,6,21,54,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1
35,213,22.617728169508414,890.8615782347117,439.3631498344684,1,12,2021,0,3,58,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
45,50,88.47054457124544,604.8461029658513,435.31451162952453,10,1,2016,4,3,31,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1
71,176,86.3589415820091,980.4588449726724,323.1169468308883,29,3,2015,23,19,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
61,337,39.548059755699484,741.5910436131732,276.2367492238401,16,6,2016,6,1,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0
28,4,29.247316466490048,505.792538704241,490.76713489850255,31,2,2023,1,58,5,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1
69,344,52.33900920405998,622.6089760758992,128.90356929577322,23,7,2018,1,34,37,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1
45,99,55.118072625731564,423.6737130969667,68.60951033805517,12,1,2023,4,22,22,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
73,284,82.0986784412996,508.0186508222556,36.20779393245621,12,11,2018,16,46,58,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
21,82,1.1467439630801572,675.8799389024244,429.53431529975103,13,11,2016,7,16,42,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0
61,349,55.67716872240233,853.4639439994498,21.174361629029082,28,5,2021,0,24,20,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0
34,238,50.157052494296366,61.978651818241815,270.5290571788035,25,6,2018,8,30,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
19,125,87.74180335845433,677.6759875495725,170.81846813885826,27,5,2015,0,42,2,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
56,85,68.39628702539554,460.85161609850616,110.9069070975276,5,1,2021,16,39,13,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1
76,43,72.46128370996718,458.7986581699311,471.8895538162921,30,11,2019,18,28,52,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1
56,349,38.02812600644023,22.675302621787072,167.45146746639094,12,6,2016,18,59,57,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
22,160,2.563405598601037,219.36340065845377,1.1575716293389937,13,6,2020,13,0,55,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1
36,259,12.374305385357651,875.0522924248177,177.593296169116,10,12,2020,19,43,23,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0
22,160,72.01147949174548,77.04740673898692,2.8247273905144255,21,6,2015,16,49,20,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1
68,264,59.43374102190039,604.0226709309743,157.37098103999259,23,9,2018,4,52,51,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0
47,358,53.36666668689889,113.67776114166105,334.68740108263256,4,8,2015,3,52,30,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0
18,29,4.566906091788983,675.8009937743296,325.11967324810627,24,11,2023,7,47,37,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0
77,108,84.25633203306285,676.4946772660286,6.822574290674844,25,11,2019,16,28,36,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
45,122,28.05651202868175,193.6717428167456,94.57157220695717,24,6,2023,11,40,50,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1
38,185,11.04812726564721,894.1214998063482,265.3089941929826,16,2,2017,4,19,55,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1
49,361,85.99949671768958,804.4720703309285,110.43943045672845,4,7,2017,5,29,26,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0
50,16,20.78067416640972,287.7107275131026,245.23410349975217,9,5,2022,8,19,14,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0
35,35,68.48271783529621,109.67689183552257,446.27873703392845,7,6,2015,1,0,27,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
43,188,37.61919173658952,764.0205167248715,411.6068557827667,22,9,2022,11,21,20,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
24,60,4.015663406875162,456.4270643557255,25.314070532880486,4,2,2021,2,37,19,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
47,235,81.14288459485206,849.0191299600301,456.8463349207376,1,9,2015,18,10,29,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1
52,230,53.61109222554095,520.5727808530434,306.3707052978173,30,6,2023,14,9,3,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0
38,62,51.43404885568956,662.9324184702496,210.2516037860947,14,4,2022,11,38,17,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1
24,144,57.65922830867554,338.26616160611815,96.43273571053452,15,3,2016,16,4,55,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1
60,308,7.176715840901387,456.62465183285025,178.97481485494328,17,5,2015,19,10,56,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1
55,309,83.30422003507871,76.50050629811797,18.011811128574085,12,9,2018,9,15,32,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1
45,24,99.914773020651,646.9870965198901,406.22716203840025,16,2,2024,18,31,50,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1
49,284,91.21858512831915,577.2195141529603,214.15798078848613,9,8,2016,15,33,21,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0
34,240,25.84084759870949,754.7263616608759,31.826138576991404,1,1,2019,7,41,27,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
48,62,79.55875368999209,332.7908350422857,200.63421848754697,29,9,2016,16,4,12,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0
53,156,24.228826317863206,193.3960023687124,72.73572839530817,5,6,2024,14,1,10,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1
52,343,11.337260935593854,186.806089016819,133.95339009671343,13,4,2022,23,46,17,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1
19,335,18.36724391395381,635.7689723560326,6.7307677666796355,12,12,2020,20,38,19,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1
22,321,1.235951403342764,757.1497753550686,250.43133967104808,18,7,2017,17,2,52,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0
21,346,93.50512995906777,882.7410322825739,115.97874743681868,27,8,2019,11,12,18,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1
40,249,68.78742482726305,109.24409789689138,478.3929108192659,29,11,2016,17,49,28,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1
32,179,78.82159668228982,614.8645344711173,174.32791922490952,12,1,2017,7,51,20,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1
73,309,62.621789484559514,135.70905454850467,89.87991859180721,19,6,2021,13,36,28,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0
67,139,14.734210135655141,51.660261553940465,476.7525765222762,1,8,2021,23,37,39,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
66,234,57.56260190946868,906.62129406592,3.6293686471223774,11,4,2018,13,58,54,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0
46,265,37.1502854273294,258.30856285688867,373.25379000918923,23,12,2020,3,13,52,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0
27,3,6.627895917887771,423.8032411817483,158.78180384429953,11,1,2023,1,52,55,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0
72,27,57.697285162639645,678.106158554548,262.86278560597543,25,11,2015,14,1,46,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
